Logger, Digitalvertigo:         	Automatically truncated logfile to 1048576
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001612791894,"filter":{"_":"channelMessagesFilterEmpty"},"pts":3423,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001612791894,"filter":{"_":"channelMessagesFilterEmpty"},"pts":3423,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001454624971,"filter":{"_":"channelMessagesFilterEmpty"},"pts":5901,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001454624971,"filter":{"_":"channelMessagesFilterEmpty"},"pts":5901,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001591166110,"filter":{"_":"channelMessagesFilterEmpty"},"pts":13060,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001591166110,"filter":{"_":"channelMessagesFilterEmpty"},"pts":13060,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001775476470,"filter":{"_":"channelMessagesFilterEmpty"},"pts":3459,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001775476470,"filter":{"_":"channelMessagesFilterEmpty"},"pts":3459,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001398893646,"filter":{"_":"channelMessagesFilterEmpty"},"pts":4402284,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001398893646,"filter":{"_":"channelMessagesFilterEmpty"},"pts":4402284,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001600444063,"filter":{"_":"channelMessagesFilterEmpty"},"pts":155,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001600444063,"filter":{"_":"channelMessagesFilterEmpty"},"pts":155,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001811402362,"filter":{"_":"channelMessagesFilterEmpty"},"pts":79344,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001811402362,"filter":{"_":"channelMessagesFilterEmpty"},"pts":79344,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001711561178,"filter":{"_":"channelMessagesFilterEmpty"},"pts":12847,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001711561178,"filter":{"_":"channelMessagesFilterEmpty"},"pts":12847,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001881732042,"filter":{"_":"channelMessagesFilterEmpty"},"pts":216,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001881732042,"filter":{"_":"channelMessagesFilterEmpty"},"pts":216,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001336843131,"filter":{"_":"channelMessagesFilterEmpty"},"pts":39271,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001336843131,"filter":{"_":"channelMessagesFilterEmpty"},"pts":39271,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001700183492,"filter":{"_":"channelMessagesFilterEmpty"},"pts":3573,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001700183492,"filter":{"_":"channelMessagesFilterEmpty"},"pts":3573,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001514084305,"filter":{"_":"channelMessagesFilterEmpty"},"pts":21600,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001514084305,"filter":{"_":"channelMessagesFilterEmpty"},"pts":21600,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001781172287,"filter":{"_":"channelMessagesFilterEmpty"},"pts":47736,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001781172287,"filter":{"_":"channelMessagesFilterEmpty"},"pts":47736,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001577575163,"filter":{"_":"channelMessagesFilterEmpty"},"pts":6709,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001577575163,"filter":{"_":"channelMessagesFilterEmpty"},"pts":6709,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001553558998,"filter":{"_":"channelMessagesFilterEmpty"},"pts":866,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001553558998,"filter":{"_":"channelMessagesFilterEmpty"},"pts":866,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

